memoria_max_meret,name,videokartya_memoria,processzor_orajel,memoria_foglalat,price,oprend,processzor_tipusa,memoria_tipusa,kijelzo_felbontas,link,videokartya_model,memoria_merete,videokartya_tipusa,processzor_modell,memoria_max_seb,kijelzo_meret
16 GB,<title>Dell Inspiron 5547 167015 Notebook Árak - Dell Inspiron 5547 167015 Laptop Akció</title>,2 GB,1.7 GHz,2,"
          169 990 Ft
        ",Operációs rendszer nélkül,Intel Core i5,DDR3,1366 x 768,https://www.arukereso.hu/notebook-c3100/dell/inspiron-5547-167015-p229588757/,AMD Radeon R7 M265,4 GB,Dedikált,4210U,1600 MHz,"15.6"""
,<title>ASUS F756UB-T4025T Notebook Árak - ASUS F756UB-T4025T Laptop Akció</title>,2 GB,2.5 GHz,2,"
          299 990 Ft
        ",Windows 10 Home,Intel Core i7,DDR3,1920 x 1080,https://www.arukereso.hu/notebook-c3100/asus/f756ub-t4025t-p338089852/,Nvidia GeForce 940M,8 GB,Dedikált,6500U,1600 MHz,"17.3"""
,<title>ASUS X550VX-DM655 Notebook Árak - ASUS X550VX-DM655 Laptop Akció</title>,2 GB,2.5 GHz,,"
          245 890 Ft
        ",,Intel Core i5,,1920 x 1080,https://www.arukereso.hu/notebook-c3100/asus/x550vx-dm655-p367138649/,Nvidia GeForce GTX 950M,8 GB,Dedikált,7300HQ,2133 MHz,"15.6"""
12 GB,<title>ASUS X550JX-XX292D Notebook Árak - ASUS X550JX-XX292D Laptop Akció</title>,2 GB,2 GHz,1,"
          194 900 Ft
        ",Operációs rendszer nélkül,Intel Core i7,DDR3,1366 x 768,https://www.arukereso.hu/notebook-c3100/asus/x550jx-xx292d-p327920669/,Nvidia GeForce GTX 950M,4 GB,Dedikált,4750HQ,1600 MHz,"15.6"""
16 GB,<title>ASUS VivoBook X556UQ-DM590T Notebook Árak - ASUS VivoBook X556UQ-DM590T Laptop Akció</title>,2 GB,2.5 GHz,1,"
          234 900 Ft-tól
      ",Windows 10 Home,Intel Core i7,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/asus/vivobook-x556uq-dm590t-p354070135/,Nvidia GeForce 940MX,8 GB,Dedikált,6500U,2133 MHz,"15.6"""
,<title>ASUS F556UR-DM210T Notebook Árak - ASUS F556UR-DM210T Laptop Akció</title>,2 GB,2.3 GHz,,"
          228 990 Ft
        ",Windows 10 Home,Intel Core i5,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/asus/f556ur-dm210t-p357356191/,Nvidia GeFroce 930M,8 GB,Dedikált,6198DU,2133 MHz,"15.6"""
,<title>HP Pavilion 15-aw007nc E9N39EA Notebook Árak - HP Pavilion 15-aw007nc E9N39EA Laptop Akció</title>,2 GB,2.9 GHz,,"
          194 990 Ft
        ",Windows 10 Home,AMD A-sorozat,DDR4,1920 x 1200,https://www.arukereso.hu/notebook-c3100/hp/pavilion-15-aw007nc-e9n39ea-p347093152/,AMD Radeon R7 M440,8 GB,Dedikált,A9-9410,2133 MHz,"15.6"""
16 GB,<title>Dell Inspiron 5559 210760 Notebook Árak - Dell Inspiron 5559 210760 Laptop Akció</title>,2 GB,2.3 GHz,2,"
          174 900 Ft
        ",Operációs rendszer nélkül,Intel Core i5,DDR3,1366 x 768,https://www.arukereso.hu/notebook-c3100/dell/inspiron-5559-210760-p332159681/,AMD Radeon R5 M335,8 GB,Dedikált,6200U,1600 MHz,"15.6"""
,<title>Lenovo IdeaPad 310 80TV00PWGE Notebook Árak - Lenovo IdeaPad 310 80TV00PWGE Laptop Akció</title>,2 GB,,,"
          213 629 Ft
        ",Windows 10 Home,Intel Core i5,,1920 x 1080,https://www.arukereso.hu/notebook-c3100/lenovo/ideapad-310-80tv00pwge-p366052799/,Nvidia GeForce 920MX,8 GB,Dedikált,7200U,,"15.6"""
,<title>ASUS F556UQ-DM952T Notebook Árak - ASUS F556UQ-DM952T Laptop Akció</title>,2 GB,2.7 GHz,,"
          259 590 Ft-tól
      ",Windows 10 Home,Intel Core i7,,1920 x 1080,https://www.arukereso.hu/notebook-c3100/asus/f556uq-dm952t-p361407447/,Nvidia GeForce 940MX,8 GB,Dedikált,7500U,2133 MHz,"15.6"""
16 GB,<title>Dell Vostro 3568 V3568-10 Notebook Árak - Dell Vostro 3568 V3568-10 Laptop Akció</title>,2 GB,2.7 GHz,2,"
          203 290 Ft-tól
      ",Windows 10 Home,Intel Core i7,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/dell/vostro-3568-v3568-10-p354070113/,AMD Radeon R5 M315,4 GB,Dedikált,7500U,2400 MHz,"15.6"""
16 GB,<title>Acer Aspire E5-773G-5223 LIN NX.G2FEU.001 Notebook Árak - Acer Aspire E5-773G-5223 LIN NX.G2FEU.001 Laptop Akció</title>,2 GB,2.3 GHz,2,"
          179 700 Ft-tól
      ",Linux,Intel Core i5,DDR3,1920 x 1080,https://www.arukereso.hu/notebook-c3100/acer/aspire-e5-773g-5223-lin-nx-g2feu-001-p333726513/,Nvidia GeForce 940M,4 GB,Dedikált,6200U,1600 MHz,"17.3"""
,<title>Lenovo IdeaPad 310 80ST003HGE Notebook Árak - Lenovo IdeaPad 310 80ST003HGE Laptop Akció</title>,2 GB,,,"
          150 703 Ft
        ",Windows 10 Home,AMD A-sorozat,,1920 x 1080,https://www.arukereso.hu/notebook-c3100/lenovo/ideapad-310-80st003hge-p366052653/,AMD Radeon R5 M430,8 GB,Dedikált,A10-9600P,,"15.6"""
12 GB,<title>ASUS X556UB-XO036D Notebook Árak - ASUS X556UB-XO036D Laptop Akció</title>,2 GB,2.5 GHz,1,"
          209 900 Ft-tól
      ",Operációs rendszer nélkül,Intel Core i7,DDR3,1366 x 768,https://www.arukereso.hu/notebook-c3100/asus/x556ub-xo036d-p336471066/,Nvidia GeForce 940M,8 GB,Dedikált,6500U,1600 MHz,"15.6"""
,<title>Acer Aspire E5-575G-347G LIN NX.GDWEU.064 Notebook Árak - Acer Aspire E5-575G-347G LIN NX.GDWEU.064 Laptop Akció</title>,2 GB,2 GHz,,"
          139 490 Ft-tól
      ",Linux,Intel Core i3,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/acer/aspire-e5-575g-347g-lin-nx-gdweu-064-p358838645/,Nvidia GeForce 940MX,4 GB,Dedikált,6006U,2133 MHz,"15.6"""
,<title>Acer Aspire F5-573G-58V6 LIN NX.GHUEU.013 Notebook Árak - Acer Aspire F5-573G-58V6 LIN NX.GHUEU.013 Laptop Akció</title>,4 GB,2.5 GHz,,"
          170 690 Ft-tól
      ",Linux,Intel Core i5,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/acer/aspire-f5-573g-58v6-lin-nx-ghueu-013-p358667881/,Nvidia GeForce 940MX,4 GB,Dedikált,7200U,2133 MHz,"15.6"""
16 GB,<title>ASUS VivoBook X556UV-XO297D Notebook Árak - ASUS VivoBook X556UV-XO297D Laptop Akció</title>,2 GB,2.5 GHz,1,"
          207 990 Ft-tól
      ",Operációs rendszer nélkül,Intel Core i7,DDR4,1366 x 768,https://www.arukereso.hu/notebook-c3100/asus/vivobook-x556uv-xo297d-p349265459/,Nvidia GeForce 920MX,8 GB,Dedikált,6500U,2133 MHz,"15.6"""
,<title>Fujitsu LIFEBOOK A555/G A5550M455CHU Notebook Árak - Fujitsu LIFEBOOK A555/G A5550M455CHU Laptop Akció</title>,2 GB,2.2 GHz,,"
          229 999 Ft
        ",Windows 8.1,Intel Core i5,DDR3,1920 x 1080,https://www.arukereso.hu/notebook-c3100/fujitsu/lifebook-a555-g-a5550m455chu-p284862749/,AMD Radeon R7 M260,4 GB,Dedikált,5200U,1600 MHz,"15.6"""
,<title>Acer Aspire E5-773G-50ZV LIN NX.G2FEU.004 Notebook Árak - Acer Aspire E5-773G-50ZV LIN NX.G2FEU.004 Laptop Akció</title>,2 GB,2.3 GHz,,"
          214 900 Ft-tól
      ",Linux,Intel Core i5,DDR3,1920 x 1080,https://www.arukereso.hu/notebook-c3100/acer/aspire-e5-773g-50zv-lin-nx-g2feu-004-p343480230/,Nvidia GeForce 940M,8 GB,Dedikált,6200U,1600 MHz,"17.3"""
,<title>Lenovo IdeaPad 510 80SV00TYHV Notebook Árak - Lenovo IdeaPad 510 80SV00TYHV Laptop Akció</title>,4 GB,2.5 GHz,,"
          190 900 Ft-tól
      ",Operációs rendszer nélkül,Intel Core i5,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/lenovo/ideapad-510-80sv00tyhv-p365318719/,Nvidia GeForce 940MX,8 GB,Dedikált,7200U,2133 MHz,"15.6"""
32 GB,<title>Acer Aspire F5-573G-55FT LIN NX.GDAEX.037 Notebook Árak - Acer Aspire F5-573G-55FT LIN NX.GDAEX.037 Laptop Akció</title>,4 GB,2.5 GHz,2,"
          199 900 Ft
        ",Linux,Intel Core i5,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/acer/aspire-f5-573g-55ft-lin-nx-gdaex-037-p358270591/,Nvidia GeForce GTX 950M,8 GB,Dedikált,7200U,2133 MHz,"15"""
,<title>Lenovo IdeaPad 100 80QQ01DMRI Notebook Árak - Lenovo IdeaPad 100 80QQ01DMRI Laptop Akció</title>,2 GB,2.0 GHz,1,"
          124 900 Ft
        ",Operációs rendszer nélkül,Intel Core i3,DDR3,1366 x 768,https://www.arukereso.hu/notebook-c3100/lenovo/ideapad-100-80qq01dmri-p355532393/,Nvidia GeForce 920MX,4 GB,Dedikált,5005U,1600 MHz,"15"""
,<title>ASUS X540LJ-XX584T Notebook Árak - ASUS X540LJ-XX584T Laptop Akció</title>,2 GB,2 GHz,,"
          169 990 Ft-tól
      ",Windows 10 Home,Intel Core i3,DDR3,1366 x 768,https://www.arukereso.hu/notebook-c3100/asus/x540lj-xx584t-p342962534/,Nvidia GeForce 920M,8 GB,Dedikált,5005U,1600 MHz,"15,6"""
,<title>Lenovo IdeaPad Yoga 510 80VB00C1HV Notebook Árak - Lenovo IdeaPad Yoga 510 80VB00C1HV Laptop Akció</title>,2 GB,2.7 GHz,,"
          285 900 Ft-tól
      ",Windows 10 Home,Intel Core i7,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/lenovo/ideapad-yoga-510-80vb00c1hv-p366950649/,AMD Radeon R5 M430,8 GB,Dedikált,7500U,2133 MHz,"14"""
,<title>HP Pavilion 17-g155nh V4M23EA Notebook Árak - HP Pavilion 17-g155nh V4M23EA Laptop Akció</title>,2 GB,2 GHz,,"
          224 990 Ft
        ",Windows 10 Home,AMD A-sorozat,DDR3,1920 x 1080,https://www.arukereso.hu/notebook-c3100/hp/pavilion-17-g155nh-v4m23ea-p329008949/,AMD Radeon R7 M360,8 GB,Dedikált,A10-8780P ,1600 MHz,"17.3"""
,<title>Dell Inspiron 5567 INSP5567-45 Notebook Árak - Dell Inspiron 5567 INSP5567-45 Laptop Akció</title>,2 GB,2 GHz,,"
          155 989 Ft-tól
      ",Linux,Intel Core i3,DDR3,1366 x 768,https://www.arukereso.hu/notebook-c3100/dell/inspiron-5567-insp5567-45-p366201703/,AMD Radeon R7 M440,4 GB,Dedikált,6006U,2400 MHz,"15.6"""
,<title>Acer Aspire E5-575G-31BD LIN NX.GL9EU.006 Notebook Árak - Acer Aspire E5-575G-31BD LIN NX.GL9EU.006 Laptop Akció</title>,2 GB,2.3 GHz,,"
          165 271 Ft
        ",Operációs rendszer nélkül,Intel Core i3,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/acer/aspire-e5-575g-31bd-lin-nx-gl9eu-006-p350595653/,Nvidia GeForce 940MX,4 GB,Dedikált,6100U,2133 MHz,"15.6"""
,<title>Dell Inspiron 5567 INSP5567-29 Notebook Árak - Dell Inspiron 5567 INSP5567-29 Laptop Akció</title>,4 GB,2.7 GHz,,"
          225 717 Ft-tól
      ",Linux,Intel Core i7,DDR4,1366 x 768,https://www.arukereso.hu/notebook-c3100/dell/inspiron-5567-insp5567-29-p356739875/,AMD Radeon R7 M445,8 GB,Dedikált,7500U,2400 MHz,"15.6"""
,<title>Acer Aspire F5-573G-58N1 LIN NX.GDAEU.006 Notebook Árak - Acer Aspire F5-573G-58N1 LIN NX.GDAEU.006 Laptop Akció</title>,4 GB,2.5 GHz,,"
          189 990 Ft-tól
      ",Linux,Intel Core i5,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/acer/aspire-f5-573g-58n1-lin-nx-gdaeu-006-p358837523/,Nvidia GeForce GTX 950M,4 GB,Dedikált,7200U,2133 MHz,"15.6"""
,<title>ASUS VivoBook X556UQ-DM837D Notebook Árak - ASUS VivoBook X556UQ-DM837D Laptop Akció</title>,2 GB,2.5 GHz,,"
          214 351 Ft-tól
      ",Operációs rendszer nélkül,Intel Core i5,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/asus/vivobook-x556uq-dm837d-p358262845/,Nvidia GeForce 940MX,8 GB,Dedikált,7200U,2133 MHz,"15.6"""
12 GB,<title>Lenovo IdeaPad 510 80SV009QHV Notebook Árak - Lenovo IdeaPad 510 80SV009QHV Laptop Akció</title>,4 GB,2.5 GHz,1,"
          174 900 Ft
        ",Operációs rendszer nélkül,Intel Core i5,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/lenovo/ideapad-510-80sv009qhv-p350494079/,Nvidia GeForce 940MX,4 GB,Dedikált,7200U,2133 MHz,"15.6"""
,<title>Acer Aspire F5-573G-5406 LIN NX.GDAEU.014 Notebook Árak - Acer Aspire F5-573G-5406 LIN NX.GDAEU.014 Laptop Akció</title>,4 GB,2.5 GHz,,"
          214 044 Ft-tól
      ",Linux,Intel Core i5,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/acer/aspire-f5-573g-5406-lin-nx-gdaeu-014-p358845769/,Nvidia GeForce GTX 950M,4 GB,Dedikált,7200U,2133 MHz,"15.6"""
8 GB,<title>ASUS K501LX-DM173D Notebook Árak - ASUS K501LX-DM173D Laptop Akció</title>,2 GB,2.1 GHz,1,"
          229 990 Ft-tól
      ",Operációs rendszer nélkül,Intel Core i3,DDR3,1920 x 1080,https://www.arukereso.hu/notebook-c3100/asus/k501lx-dm173d-p331924139/,Nvidia GeForce GTX 950M,8 GB,Dedikált,5010U,1600 MHz,"15.6"""
16 GB,<title>Dell Inspiron 5559 210763 Notebook Árak - Dell Inspiron 5559 210763 Laptop Akció</title>,2 GB,2.3 GHz,2,"
          199 990 Ft
        ",Windows 10 Home,Intel Core i5,DDR3,1366 x 768,https://www.arukereso.hu/notebook-c3100/dell/inspiron-5559-210763-p333723881/,AMD Radeon R5 M335,8 GB,Dedikált,6200U,1600 MHz,"15.6"""
16 GB,<title>HP Pavilion 15-ab224nh V4M09EA Notebook Árak - HP Pavilion 15-ab224nh V4M09EA Laptop Akció</title>,4 GB,2.3 GHz,2,"
          234 999 Ft-tól
      ",Windows 10 Home,Intel Core i5,DDR3,1920 x 1080,https://www.arukereso.hu/notebook-c3100/hp/pavilion-15-ab224nh-v4m09ea-p332054633/,Nvidia GeForce 940M,8 GB,Dedikált,6200U,1600 MHz,"15.6"""
,<title>Dell Inspiron 5567 DI5567A4-7200-8GS256DF3FG-11 Notebook Árak - Dell Inspiron 5567 DI5567A4-7200-8GS256DF3FG-11 Laptop Akció</title>,4 GB,2.5 GHz,,"
          214 900 Ft-tól
      ",Linux,Intel Core i5,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/dell/inspiron-5567-di5567a4-7200-8gs256df3fg-11-p353367573/,AMD Radeon R7 M445,8 GB,Dedikált,7200U,2133 MHz,"15,6"""
,<title>Dell Vostro 3568 V3568-15 Notebook Árak - Dell Vostro 3568 V3568-15 Laptop Akció</title>,2 GB,2.5 GHz,,"
          172 096 Ft-tól
      ",Linux,Intel Core i5,DDR4,1366 x 768,https://www.arukereso.hu/notebook-c3100/dell/vostro-3568-v3568-15-p357358165/,AMD Radeon R5 M420X,4 GB,Dedikált,7200U,2400 MHz,"15.6"""
32 GB,<title>Acer Aspire V5-591G-70SY LIN NX.G66EU.005 Notebook Árak - Acer Aspire V5-591G-70SY LIN NX.G66EU.005 Laptop Akció</title>,2 GB,2.6 GHz,2,"
          229 900 Ft-tól
      ",Linux,Intel Core i7,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/acer/aspire-v5-591g-70sy-lin-nx-g66eu-005-p328888681/,Nvidia GeForce GTX 950M,4 GB,Dedikált,6700HQ,2133 MHz,"15.6"""
,<title>Acer Aspire ES1-731G-C2CG LIN NX.MZTEU.031 Notebook Árak - Acer Aspire ES1-731G-C2CG LIN NX.MZTEU.031 Laptop Akció</title>,2 GB,1.6 GHz,,"
          104 290 Ft-tól
      ",Linux,Intel DualCore,DDR3,1600 x 900,https://www.arukereso.hu/notebook-c3100/acer/aspire-es1-731g-c2cg-lin-nx-mzteu-031-p350366511/,Nvidia GeForce 910M,4 GB,Dedikált,N3050,1600 MHz,"17.3"""
12 GB,<title>ASUS X751SJ-TY014D Notebook Árak - ASUS X751SJ-TY014D Laptop Akció</title>,1 GB,1.6 GHz,1,"
          107 900 Ft-tól
      ",Operációs rendszer nélkül,Intel Celeron,DDR3,1600 x 900,https://www.arukereso.hu/notebook-c3100/asus/x751sj-ty014d-p343064338/,Nvidia GeForce 920M,4 GB,Dedikált,N3150,1600 MHz,"17.3"""
,<title>Dell Inspiron 5559 5559-1047 Notebook Árak - Dell Inspiron 5559 5559-1047 Laptop Akció</title>,4 GB,,,"
          280 427 Ft
        ",Windows 10 Home,Intel Core i7,,1920 x 1080,https://www.arukereso.hu/notebook-c3100/dell/inspiron-5559-5559-1047-p365594527/,AMD Radeon R7 M445,16 GB,Dedikált,7500U,,"15.6"""
,<title>Dell Vostro 3568 227847 Notebook Árak - Dell Vostro 3568 227847 Laptop Akció</title>,2 GB,2.5 GHz,,"
          189 085 Ft
        ",Windows 10 Home,Intel Core i5,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/dell/vostro-3568-227847-p361315497/,AMD Radeon R5 M420X,4 GB,Dedikált,7200U,2400 MHz,"15.6"""
12 GB,<title>ASUS VivoBook X556UQ-XO193D Notebook Árak - ASUS VivoBook X556UQ-XO193D Laptop Akció</title>,2 GB,2.3 GHz,1,"
          164 900 Ft-tól
      ",Operációs rendszer nélkül,Intel Core i3,DDR4,1366 x 768,https://www.arukereso.hu/notebook-c3100/asus/vivobook-x556uq-xo193d-p343987430/,Nvidia GeForce 940MX,8 GB,Dedikált,6100U,2133 MHz,"15.6"""
12 GB,<title>ASUS VivoBook X556UQ-DM588D Notebook Árak - ASUS VivoBook X556UQ-DM588D Laptop Akció</title>,2 GB,2.5 GHz,1,"
          217 890 Ft-tól
      ",Operációs rendszer nélkül,Intel Core i7,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/asus/vivobook-x556uq-dm588d-p351303893/,Nvidia GeForce 940MX,4 GB,Dedikált,6500U,2133 MHz,"15.6"""
12 GB,<title>ASUS X556UB-DM051D Notebook Árak - ASUS X556UB-DM051D Laptop Akció</title>,2 GB,2.3 GHz,1,"
          194 990 Ft-tól
      ",Operációs rendszer nélkül,Intel Core i5,DDR3,1920 x 1080,https://www.arukereso.hu/notebook-c3100/asus/x556ub-dm051d-p327470749/,Nvidia GeForce 940M,4 GB,Dedikált,6200U,1600 MHz,"15.6"""
,<title>Acer Aspire F5-573G-56SS LIN NX.GD9EU.005 Notebook Árak - Acer Aspire F5-573G-56SS LIN NX.GD9EU.005 Laptop Akció</title>,4 GB,2.5 GHz,,"
          170 790 Ft-tól
      ",Linux,Intel Core i5,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/acer/aspire-f5-573g-56ss-lin-nx-gd9eu-005-p360343279/,Nvidia GeForce 940MX,4 GB,Dedikált,7200U,2133 MHz,"15.6"""
,<title>ASUS F555UB-DM046T Notebook Árak - ASUS F555UB-DM046T Laptop Akció</title>,2 GB,,,"
          233 656 Ft-tól
      ",Windows 10 Home,Intel Core i7,,1920 x 1080,https://www.arukereso.hu/notebook-c3100/asus/f555ub-dm046t-p307881661/,Nvidia GeForce 940M,8 GB,Dedikált,5500U,,"15.6"""
16 GB,<title>Lenovo IdeaPad 310 80SM00MFHV Notebook Árak - Lenovo IdeaPad 310 80SM00MFHV Laptop Akció</title>,2 GB,2.3 GHz,1,"
          169 900 Ft-tól
      ",Operációs rendszer nélkül,Intel Core i5,DDR4,1366 x 768,https://www.arukereso.hu/notebook-c3100/lenovo/ideapad-310-80sm00mfhv-p342911336/,Nvidia GeForce 920MX,4 GB,Dedikált,6200U,2133 MHz,"15.6"""
20 GB,<title>ASUS VivoBook X556UQ-DM730D Notebook Árak - ASUS VivoBook X556UQ-DM730D Laptop Akció</title>,2 GB,2.5 GHz,1,"
          189 840 Ft-tól
      ",Operációs rendszer nélkül,Intel Core i5,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/asus/vivobook-x556uq-dm730d-p352809013/,Nvidia GeForce 940MX,4 GB,Dedikált,7200U,2133 MHz,"15.6"""
16 GB,<title>Dell Vostro 3568 N053PVN3568EMEA01_1801_HOM Notebook Árak - Dell Vostro 3568 N053PVN3568EMEA01_1801_HOM Laptop Akció</title>,2 GB,2.7 GHz,,"
          226 790 Ft-tól
      ",Windows 10 Home,Intel Core i7,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/dell/vostro-3568-n053pvn3568emea01-1801-hom-p361569745/,AMD Radeon R5 M420,4 GB,Dedikált,7500U,2400 MHz,"15.6"""
12 GB,<title>ASUS X555UJ-XO046D Notebook Árak - ASUS X555UJ-XO046D Laptop Akció</title>,2 GB,2.3 GHz,1,"174 900 Ft 
      ",Operációs rendszer nélkül,Intel Core i5,DDR3,1366 x 768,https://www.arukereso.hu/notebook-c3100/asus/x555uj-xo046d-p336471058/,Nvidia GeForce 920M,4 GB,Dedikált,6200U,1600 MHz,"15.6"""
,<title>HP 17-y005nh Y0B03EA Notebook Árak - HP 17-y005nh Y0B03EA Laptop Akció</title>,4 GB,2.4 GHz,,"
          189 900 Ft-tól
      ",Windows 10 Home,AMD A-sorozat,DDR4,1600 x 900,https://www.arukereso.hu/notebook-c3100/hp/17-y005nh-y0b03ea-p349259495/,AMD Radeon R7 M440,8 GB,Dedikált,A10-9600P,2133 MHz,"17.3"""
,<title>Lenovo ThinkPad Edge E460 20ET004GGE Notebook Árak - Lenovo ThinkPad Edge E460 20ET004GGE Laptop Akció</title>,2 GB,,,"
          251 383 Ft
        ",Windows 10 Pro,Intel Core i7,,1920 x 1080,https://www.arukereso.hu/notebook-c3100/lenovo/thinkpad-edge-e460-20et004gge-p366114229/,AMD Radeon R7 M360,8 GB,Dedikált,6500U,,"14"""
,<title>ASUS VivoBook Max X541SC-XO071T Notebook Árak - ASUS VivoBook Max X541SC-XO071T Laptop Akció</title>,1 GB,1.6 GHz,,"
          127 490 Ft-tól
      ",Windows 10 Home,Intel Pentium,DDR3,1366 x 768,https://www.arukereso.hu/notebook-c3100/asus/vivobook-max-x541sc-xo071t-p364736735/,Nvidia GeForce 810M,4 GB,Dedikált,N3710,1600 MHz,"15.6"""
16 GB,<title>HP 250 G4 T6P87EA Notebook Árak - HP 250 G4 T6P87EA Laptop Akció</title>,2 GB,2 GHz,2,"128 899 Ft 
      ",Operációs rendszer nélkül,Intel Core i3,DDR3,1366 x 768,https://www.arukereso.hu/notebook-c3100/hp/250-g4-t6p87ea-p328346517/,AMD Radeon R5 M330,4 GB,Dedikált,5005U,1600 MHz,"15.6"""
32 GB,<title>Dell Inspiron 5567 INSP5567-16 Notebook Árak - Dell Inspiron 5567 INSP5567-16 Laptop Akció</title>,4 GB,2.5 GHz,2,"
          271 526 Ft-tól
      ",Windows 10 Pro,Intel Core i5,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/dell/inspiron-5567-insp5567-16-p353924605/,AMD Radeon R7 M445,8 GB,Dedikált,7200U,2400 MHz,"15.6"""
12 GB,<title>ASUS ZenBook UX303UB-R4075T Notebook Árak - ASUS ZenBook UX303UB-R4075T Laptop Akció</title>,2 GB,2.3 GHz,1,"
          289 900 Ft-tól
      ",Windows 10 Home,Intel Core i5,DDR3,1920 x 1080,https://www.arukereso.hu/notebook-c3100/asus/zenbook-ux303ub-r4075t-p335741608/,Nvidia GeForce 940M,8 GB,Dedikált,6200U,1600 MHz,"13.3"""
,<title>Dell Vostro 3559 210309 Notebook Árak - Dell Vostro 3559 210309 Laptop Akció</title>,2 GB,2.3 GHz,,"
          148 900 Ft
        ",Operációs rendszer nélkül,Intel Core i5,DDR3,1366 x 768,https://www.arukereso.hu/notebook-c3100/dell/vostro-3559-210309-p329160701/,AMD Radeon R5 M315,4 GB,Dedikált,6200U,1600 MHz,"15.6"""
,<title>Acer Aspire F5-573G-55QP LIN NX.GD9EU.015 Notebook Árak - Acer Aspire F5-573G-55QP LIN NX.GD9EU.015 Laptop Akció</title>,4 GB,2.5 GHz,,"
          193 740 Ft-tól
      ",Operációs rendszer nélkül,Intel Core i5,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/acer/aspire-f5-573g-55qp-lin-nx-gd9eu-015-p350594499/,Nvidia GeForce 940MX,4 GB,Dedikált,7200U,2133 MHz,"15.6"""
,<title>Dell Inspiron 5767 225150 Notebook Árak - Dell Inspiron 5767 225150 Laptop Akció</title>,4 GB,2.7 GHz,,"
          264 900 Ft-tól
      ",Linux,Intel Core i7,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/dell/inspiron-5767-225150-p356392611/,AMD Radeon R7 M445,8 GB,Dedikált,7500U,2133 MHz,"17.3"""
16 GB,<title>ASUS X756UB-TY028T Notebook Árak - ASUS X756UB-TY028T Laptop Akció</title>,2 GB,2.5 GHz,2,"
          241 945 Ft-tól
      ",Windows 10 Home,Intel Core i7,DDR3,1600 x 900,https://www.arukereso.hu/notebook-c3100/asus/x756ub-ty028t-p333895550/,Nvidia GeForce 940M,8 GB,Dedikált,6500U,1600 MHz,"17.3"""
32 GB,<title>Acer Aspire E5-575G-34PX LIN NX.GL9EU.011 Notebook Árak - Acer Aspire E5-575G-34PX LIN NX.GL9EU.011 Laptop Akció</title>,2 GB,2 GHz,2,"
          129 990 Ft-tól
      ",Linux,Intel Core i3,DDR4,1366 x 768,https://www.arukereso.hu/notebook-c3100/acer/aspire-e5-575g-34px-lin-nx-gl9eu-011-p356937049/,Nvidia GeForce 940MX,4 GB,Dedikált,6006U,2133 MHz,"15,6"""
,<title>ASUS X751SV-TY010T Notebook Árak - ASUS X751SV-TY010T Laptop Akció</title>,1 GB,,,"
          141 265 Ft
        ",Windows 10 Home,Intel Pentium,,1600 x 900,https://www.arukereso.hu/notebook-c3100/asus/x751sv-ty010t-p355765085/,Nvidia GeForce 920MX,8 GB,Dedikált,N3710,,"17.3"""
,<title>ASUS VivoBook X556UQ-DM579D Notebook Árak - ASUS VivoBook X556UQ-DM579D Laptop Akció</title>,2 GB,2.5 GHz,,"
          205 900 Ft-tól
      ",Operációs rendszer nélkül,Intel Core i5,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/asus/vivobook-x556uq-dm579d-p362475705/,Nvidia GeForce 940MX,4 GB,Dedikált,7200U,2133 MHz,"15.6"""
,<title>Dell Inspiron 5767 227346 Notebook Árak - Dell Inspiron 5767 227346 Laptop Akció</title>,4 GB,2.7 GHz,,"
          297 900 Ft-tól
      ",Operációs rendszer nélkül,Intel Core i7,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/dell/inspiron-5767-227346-p363908281/,AMD Radeon R7 M445,16 GB,Dedikált,7200U,2400 MHz,"17.3"""
