description,price,rank,link,other_name,g3d_mark,name
,,4,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce4+MX+440&id=1494,"Inno3D GeForce4 MX 440/440SE, MSI MS-StarForce GeForce4 MX 440 (NVIDIA GeForce4, MSI MS-StarForce GeForce4 MX 440 (NVIDIA GeForce4 MX 440), MSI MS-StarForce GeForce4 MX 440/MX 440SE (NVIDIA, NVIDIA GeForce4 MX 440, NVIDIA GeForce4 MX 440 (Gateway), NVIDIA GeForce4 MX 440 (Sony), NVIDIA SVXP Apocalypse GeForce4 MX 440, Tornado GeForce4 MX 440",NA,GeForce4 MX 440
,,4,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce4+MX+420&id=1493,"64MB DDR NVIDIA GeForce4 MX 420 with TV Out (Dell), MSI MS-StarForce GeForce4 MX 420 (NVIDIA GeForce4, NVIDIA GeForce4 MX 420, NVIDIA GeForce4 MX 420 (Compaq)",NA,GeForce4 MX 420
,,4,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce4+MX+4000&id=1492,"Inno3D GeForce4 MX 4000, MSI MS-StarForce GeForce4 MX 4000 (NVIDIA GeForce4, NVIDIA GeForce4 MX 4000",NA,GeForce4 MX 4000
,,5,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce4+460+Go+--MobileForce+M4+Stock--&id=2558,NVIDIA GeForce4 460 Go --MobileForce M4 Stock--,NA,GeForce4 460 Go --MobileForce M4 Stock--
,,5,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce4+448+Go&id=1490,NVIDIA GeForce4 448 Go,NA,GeForce4 448 Go
,,5,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce4+440+Go+64M&id=1489,"NVIDIA GeForce4 440 Go 64M, NVIDIA GeForce4 440 Go 64M (Samsung)",NA,GeForce4 440 Go 64M
"Bus Interface: AGP 8X, Max Memory Size: 64 MB, Core Clock(s): 220 MHz, Memory Clock(s): 440 MHz, Graphics API Support: DirectX 7 OpenGL 1.2",,3,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce4+440+Go&id=1488,"NVIDIA GeForce4 440 Go, NVIDIA GeForce4 440 Go (Dell Mobile), NVIDIA GeForce4 440 Go (Toshiba)",NA,GeForce4 440 Go
"Bus Interface: AGP 8X, Max Memory Size: 64 MB, Core Clock(s): 200 MHz, Memory Clock(s): 400 MHz, Graphics API Support: DirectX 8.1 OpenGL 1.3",,4,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce4+4200+Go&id=1487,"NVIDIA GeForce4 4200 Go, NVIDIA GeForce4 4200 Go (Dell Mobile)",NA,GeForce4 4200 Go
,,5,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce4+420+Go+32M&id=1486,NVIDIA GeForce4 420 Go 32M,NA,GeForce4 420 Go 32M
"Bus Interface: AGP 8X, Max Memory Size: 32 MB, Core Clock(s): 200 MHz, Memory Clock(s): 400 MHz, Graphics API Support: DirectX 7 OpenGL 1.2",,3,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce4+420+Go&id=713,"GeForce4 420 Go (fix), NVIDIA GeForce4 420 Go, NVIDIA GeForce4 420 Go (Sony), NVIDIA GeForce4 420 Go (Toshiba)",NA,GeForce4 420 Go
,,2,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce3+Ti+500&id=1485,NVIDIA GeForce3 Ti 500,NA,GeForce3 Ti 500
,,4,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce3+Ti+200&id=1483,NVIDIA GeForce3 Ti 200,NA,GeForce3 Ti 200
"Bus Interface: AGP 4x,PCI, Max Memory Size: 64 MB, Core Clock(s): 200 MHz, Memory Clock(s): 460 MHz, Graphics API Support: DirectX 8 OpenGL 1.13",,4,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce3&id=1482,NVIDIA GeForce3,NA,GeForce3
"Bus Interface: AGP 4x,PCI, Max Memory Size: 64 MB, Core Clock(s): 250 MHz, Memory Clock(s): 400 MHz, Graphics API Support: DirectX 7 OpenGL 1.2",,4,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce2+Ti&id=1480,"NVIDIA GeForce2 Ti, NVIDIA GeForce2 Ti (HP)",NA,GeForce2 Ti
,,3,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce2+MX%2FMX+400&id=1479,"NVIDIA GeForce2 MX/MX 400, NVIDIA GeForce2 MX/MX 400 (HP)",NA,GeForce2 MX/MX 400
,,3,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce2+MX+100%2F200&id=1473,NVIDIA GeForce2 MX 100/200,NA,GeForce2 MX 100/200
"Bus Interface: AGP 4x,PCI, Max Memory Size: 64 MB, Core Clock(s): 175 MHz, Memory Clock(s): 166 MHz, Graphics API Support: DirectX 7 OpenGL 1.2",,2,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce2+MX&id=1472,"NVIDIA GeForce2 MX, NVIDIA GeForce2 MX (Compaq Consumer)",NA,GeForce2 MX
,,4,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce2+Integrated+GPU&id=1471,"NVIDIA GeForce2 Integrated GPU, NVIDIA GeForce2 Integrated GPU (Compaq), NVIDIA GeForce2 Integrated GPU (Sony)",NA,GeForce2 Integrated GPU
,,3,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce2+GTS%2FGeForce2+Pro&id=1470,NVIDIA GeForce2 GTS/GeForce2 Pro,NA,GeForce2 GTS/GeForce2 Pro
"Bus Interface: PCI-E x16, Max Memory Size: 128 MB, Core Clock(s): 425 MHz, Memory Clock(s): 500 MHz, Graphics API Support: DirectX 9.0b OpenGL 1.5",,34,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+PCX+5750&id=1464,"MSI MS-StarForce GeForce PCX 5750 (NVIDIA GeForce, MSI MS-StarForce GeForce PCX 5750 (NVIDIA GeForce PCX 5750), NVIDIA GeForce PCX 5750",NA,GeForce PCX 5750
"Bus Interface: PCI-E x16, Max Memory Size: 128 MB, Core Clock(s): 250 MHz, Memory Clock(s): 400 MHz, Graphics API Support: DirectX 9.0b OpenGL 1.5",,6,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+PCX+5300&id=1463,NVIDIA GeForce PCX 5300,NA,GeForce PCX 5300
"Bus Interface: PCIe 3.0 x16, Max Memory Size: 12288 MB, Core Clock(s): 705 MHz, Memory Clock(s): 1750 MHz, Graphics API Support: DirectX 11 OpenGL 4.5 Max TDP: 375 W",,7936,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+TITAN+Z&id=2884,NVIDIA GeForce GTX TITAN Z,2.48,GeForce GTX TITAN Z
"Bus Interface: PCIe 3.0 x16, Max Memory Size: 12288 MB, Core Clock(s): 1000 MHz, Memory Clock(s): 1753 (7012) MHz MHz, Graphics API Support: DirectX 12 OpenGL 4.5 Max TDP: 250 W",,10789,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+TITAN+X&id=3162,NVIDIA GeForce GTX TITAN X,7.09,GeForce GTX TITAN X
"Bus Interface: PCIe 3.0 x16, Max Memory Size: 6144 MB, Core Clock(s): 889 MHz, Memory Clock(s): 1750 MHz, Graphics API Support: DirectX 11 OpenGL 4.5 Max TDP: 250 W",,8660,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+TITAN+Black&id=2842,NVIDIA GeForce GTX TITAN Black,6.19,GeForce GTX TITAN Black
"Bus Interface: PCIe 3.0 x16, Max Memory Size: 6144 MB, Core Clock(s): 837 MHz, Memory Clock(s): 1502 MHz, Graphics API Support: DirectX 11 OpenGL 4.5 Max TDP: 250 W",,7925,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+Titan&id=2433,NVIDIA GeForce GTX Titan,3.86,GeForce GTX Titan
"Bus Interface: PCIe 3.0 x16, Max Memory Size: 4096 MB, Core Clock(s): 1038 MHz, Memory Clock(s): 1253 MHz, Graphics API Support: DirectX 12 OpenGL 4.5 Max TDP: 100 W",,5546,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+980M&id=2976,"NVIDIA GeForce GTX 980M, NVIDIA GTX 980M",NA,GeForce GTX 980M
"Bus Interface: PCIe 3.0 x16, Max Memory Size: 6144 MB, Core Clock(s): 1076 MHz, Memory Clock(s): 1753 (7012) MHz, Graphics API Support: DirectX 12 OpenGL 4.5 Max TDP: 250 W",,11527,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+980+Ti&id=3218,NVIDIA GeForce GTX 980 Ti,24.27,GeForce GTX 980 Ti
"Bus Interface: PCIe 3.0 x16, Max Memory Size: 4096 MB, Core Clock(s): 1126 MHz, Memory Clock(s): 1752.5 MHz, Graphics API Support: DirectX 12 OpenGL 4.5 Max TDP: 165 W",,9730,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+980&id=2953,NVIDIA GeForce GTX 980,18.36,GeForce GTX 980
"Bus Interface: PCIe 3.0 x16, Max Memory Size: 3072 MB, Core Clock(s): 924 MHz, Memory Clock(s): 1253 MHz, Graphics API Support: DirectX 12 OpenGL 4.5 Max TDP: 75 W",,3949,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+970M&id=2981,NVIDIA GeForce GTX 970M,1.77,GeForce GTX 970M
"Bus Interface: PCIe 3.0 x16, Max Memory Size: 4096 MB, Core Clock(s): 1050 MHz, Memory Clock(s): 1752.5 MHz, Graphics API Support: DirectX 12 OpenGL 4.5 Max TDP: 145 W",,8649,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+970&id=2954,NVIDIA GeForce GTX 970,33.27,GeForce GTX 970
"Bus Interface: PCIe 3.0 x16, Max Memory Size: 4096 MB, Core Clock(s): 944 MHz, Memory Clock(s): 1253 MHz, Graphics API Support: DirectX 12.0 OpenGL 4.5 Max TDP: 60 W",,2929,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+965M&id=3113,NVIDIA GeForce GTX 965M,NA,GeForce GTX 965M
"Bus Interface: PCIe 3.0 x16, Max Memory Size: 4096 MB, Core Clock(s): 1097 MHz, Memory Clock(s): 1253 MHz, Graphics API Support: DirectX 12.0 OpenGL 4.5 Max TDP: 65 W",,1769,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+960M&id=3176,NVIDIA GeForce GTX 960M,NA,GeForce GTX 960M
,,2062,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+960A&id=3404,NVIDIA GeForce GTX 960A,NA,GeForce GTX 960A
"Bus Interface: PCIe 3.0 x16, Max Memory Size: 4096 MB, Core Clock(s): 1127 MHz, Memory Clock(s): 1753 MHz, Graphics API Support: DirectX 12.0 OpenGL 4.5 Max TDP: 120 W",,5913,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+960&id=3114,NVIDIA GeForce GTX 960,32.85,GeForce GTX 960
"Bus Interface: PCIe 3.0 x16, Max Memory Size: 2048 MB, Core Clock(s): 914 MHz, Memory Clock(s): 1000 MHz, Graphics API Support: DirectX 12.0 OpenGL 4.5 Max TDP: 75 W",,1696,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+950M&id=3171,NVIDIA GeForce GTX 950M,NA,GeForce GTX 950M
,,1453,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+950A&id=3334,NVIDIA GeForce GTX 950A,NA,GeForce GTX 950A
"Bus Interface: PCIe 3.0 x16, Max Memory Size: 2048 MB, Core Clock(s): 1024 MHz, Memory Clock(s): 1653 MHz, Graphics API Support: DirectX 12 OpenGL 4.5 Max TDP: 90 W",,5240,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+950&id=3295,NVIDIA GeForce GTX 950,40.31,GeForce GTX 950
"Bus Interface: PCIe 3.0 x16, Max Memory Size: 8192 MB, Core Clock(s): 993 MHz, Graphics API Support: DirectX 11 OpenGL 4.5 Max TDP: 130 W",,3560,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+880M&id=2850,"NVIDIA GeForce GTX 880M, NVIDIA GeForce GTX880M",NA,GeForce GTX 880M
"Bus Interface: PCIe 3.0 x16, Max Memory Size: 6144 MB, Core Clock(s): 967 MHz, Memory Clock(s): 2500 MHz, Graphics API Support: DirectX 11 OpenGL 4.5 Max TDP: 110 W",,2166,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+870M&id=2833,NVIDIA GeForce GTX 870M,NA,GeForce GTX 870M
"Bus Interface: PCIe 3.0 x16, Max Memory Size: 2048 MB, Core Clock(s): 1085 MHz, Memory Clock(s): 2500 MHz, Graphics API Support: DirectX 11.2 OpenGL 4.5 Max TDP: 45 W",,1602,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+860M&id=2866,NVIDIA GeForce GTX 860M,NA,GeForce GTX 860M
"Bus Interface: PCIe 3.0 x16, Max Memory Size: 2048 MB, Core Clock(s): 876 MHz, Memory Clock(s): 2500 MHz, Graphics API Support: DirectX 11.2 OpenGL 4.5 Max TDP: 40 W",,1412,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+850M&id=2859,NVIDIA GeForce GTX 850M,NA,GeForce GTX 850M
,,376,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+850A&id=3213,NVIDIA GeForce GTX 850A,NA,GeForce GTX 850A
"Bus Interface: PCIe 3.0 x16, Max Memory Size: 4096 MB, Core Clock(s): 797 MHz, Graphics API Support: DirectX 11 OpenGL 4.5 Max TDP: 122 W",,4078,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+780M&id=2536,NVIDIA GeForce GTX 780M,NA,GeForce GTX 780M
"Bus Interface: PCIe 3.0 x16, Max Memory Size: 3072 MB, Core Clock(s): 875 MHz, Memory Clock(s): 1750 MHz, Graphics API Support: DirectX 11.0 OpenGL 4.5 Max TDP: 250 W",,8968,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+780+Ti&id=2717,NVIDIA GeForce GTX 780 Ti,16.95,GeForce GTX 780 Ti
"Bus Interface: PCIe 3.0 x16, Max Memory Size: 6144 MB, Core Clock(s): 863 MHz, Memory Clock(s): 1502 MHz, Graphics API Support: DirectX 11 OpenGL 4.5 Max TDP: 250 W",,8017,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+780&id=2525,NVIDIA GeForce GTX 780,20.38,GeForce GTX 780
,,4193,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+775M&id=2729,NVIDIA GeForce GTX 775M,NA,GeForce GTX 775M
"Bus Interface: PCIe 3.0 x16, Max Memory Size: 3072 MB, Core Clock(s): 797 MHz, Graphics API Support: DirectX 11 OpenGL 4.5 Max TDP: 75 W",,2660,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+770M&id=2534,NVIDIA GeForce GTX 770M,NA,GeForce GTX 770M
"Bus Interface: PCIe 3.0 x16, Max Memory Size: 4096 MB, Core Clock(s): 1046 MHz, Memory Clock(s): 1752.5 MHz, Graphics API Support: DirectX 11 OpenGL 4.5 Max TDP: 230 W",,6147,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+770&id=2531,NVIDIA GeForce GTX 770,12.32,GeForce GTX 770
"Bus Interface: PCIe 3.0 x16, Max Memory Size: 2048 MB, Core Clock(s): 863 MHz, Graphics API Support: DirectX 11 OpenGL 4.5 Max TDP: 65 W",,1888,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+765M&id=2537,NVIDIA GeForce GTX 765M,NA,GeForce GTX 765M
"Bus Interface: PCIe 3.0 x16, Max Memory Size: 2048 MB, Core Clock(s): 719 MHz, Graphics API Support: DirectX 11 OpenGL 4.5 Max TDP: 55 W",,1380,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+760M&id=2597,NVIDIA GeForce GTX 760M,NA,GeForce GTX 760M
,,1281,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+760A&id=3186,NVIDIA GeForce GTX 760A,NA,GeForce GTX 760A
"Bus Interface: PCIe 3.0 x16, Max Memory Size: 2048 MB, Core Clock(s): 915 MHz, Memory Clock(s): 1502 MHz, Graphics API Support: DirectX 11 OpenGL 4.5 Max TDP: 170 W",,5101,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+760+Ti&id=2801,NVIDIA GeForce GTX 760 Ti OEM,17.15,GeForce GTX 760 Ti
"Bus Interface: PCIe 3.0 x16, Max Memory Size: 4096 MB, Core Clock(s): 980 MHz, Memory Clock(s): 1502 MHz, Graphics API Support: DirectX 11 OpenGL 4.5 Max TDP: 170 W",,4951,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+760&id=2561,"NVIDIA GeForce GTX 760, NVIDIA GeForce GTX 760 (192-bit)",13.08,GeForce GTX 760
"Bus Interface: PCIe 3.0 x16, Max Memory Size: 4096 MB, Core Clock(s): 1020 MHz, Memory Clock(s): 1350 MHz, Graphics API Support: DirectX 12.0 OpenGL 4.5 Max TDP: 60 W",,3682,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+750+Ti&id=2815,NVIDIA GeForce GTX 750 Ti,35.07,GeForce GTX 750 Ti
"Bus Interface: PCIe 3.0 x16, Max Memory Size: 2048 MB, Core Clock(s): 1020 MHz, Memory Clock(s): 1250 MHz, Graphics API Support: DirectX 12.0 OpenGL 4.5 Max TDP: 55 W",,3248,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+750&id=2825,NVIDIA GeForce GTX 750,29.53,GeForce GTX 750
"Bus Interface: PCIe 3.0 x16, Max Memory Size: 4096 MB, Core Clock(s): 1033 MHz, Memory Clock(s): 900 MHz, Graphics API Support: DirectX 12.0 OpenGL 4.5 Max TDP: 55 W",,2162,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+745&id=2843,NVIDIA GeForce GTX 745,NA,GeForce GTX 745
"Bus Interface: PCIe 3.0 x16, Max Memory Size: 2 MB, Core Clock(s): 915 MHz, Memory Clock(s): 1502 MHz, Graphics API Support: DirectX 11 OpenGL 4.5 Max TDP: 300 W",,5276,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+690&id=1462,NVIDIA GeForce GTX 690,5.28,GeForce GTX 690
"Bus Interface: PCIe 3.0 x16, Max Memory Size: 4096 MB, Core Clock(s): 719 MHz, Graphics API Support: DirectX 11 OpenGL 4.5 Max TDP: 122 W",,4394,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+680MX&id=2356,NVIDIA GeForce GTX 680MX,NA,GeForce GTX 680MX
"Bus Interface: PCIe 3.0 x16, Max Memory Size: 4096 MB, Core Clock(s): 719 MHz, Graphics API Support: DirectX 11 OpenGL 4.5 Max TDP: 100 W",,3367,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+680M&id=1461,NVIDIA GeForce GTX 680M,6.73,GeForce GTX 680M
"Bus Interface: PCIe 3.0 x16, Max Memory Size: 4096 MB, Core Clock(s): 1006 MHz, Memory Clock(s): 1502 MHz, Graphics API Support: DirectX 11 OpenGL 4.5 Max TDP: 195 W",,5715,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+680&id=41,NVIDIA GeForce GTX 680,6.94,GeForce GTX 680
"Bus Interface: PCIe 3.0 x16, Max Memory Size: 4096 MB, Core Clock(s): 667 MHz, Graphics API Support: DirectX 11 OpenGL 4.5 Max TDP: 100 W",,2296,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+675MX&id=2349,NVIDIA GeForce GTX 675MX,NA,GeForce GTX 675MX
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 2048 MB, Core Clock(s): 632 MHz, Graphics API Support: DirectX 11 OpenGL 4.5 Max TDP: 100 W",,2091,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+675M&id=1460,NVIDIA GeForce GTX 675M,NA,GeForce GTX 675M
"Bus Interface: PCIe 3.0 x16, Max Memory Size: 3072 MB, Core Clock(s): 615 MHz, Graphics API Support: DirectX 11 OpenGL 4.5 Max TDP: 75 W",,2035,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+670MX&id=2296,NVIDIA GeForce GTX 670MX,NA,GeForce GTX 670MX
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 3072 MB, Core Clock(s): 620 MHz, Graphics API Support: DirectX 11 OpenGL 4.5 Max TDP: 75 W",,1867,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+670M&id=1459,NVIDIA GeForce GTX 670M,NA,GeForce GTX 670M
"Bus Interface: PCIe 3.0 x16, Max Memory Size: 4096 MB, Core Clock(s): 915 MHz, Memory Clock(s): 1502 MHz, Graphics API Support: DirectX 11 OpenGL 4.5 Max TDP: 170 W",,5381,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+670&id=35,NVIDIA GeForce GTX 670,7.32,GeForce GTX 670
"Bus Interface: PCIe 3.0 x16, Max Memory Size: 2048 MB, Core Clock(s): 950 MHz, Memory Clock(s): 1000 MHz, Graphics API Support: DirectX 11.2 OpenGL 4.5 Max TDP: 50 W",,1388,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+660M&id=1458,NVIDIA GeForce GTX 660M,NA,GeForce GTX 660M
"Bus Interface: PCIe 3.0 x16, Max Memory Size: 3072 MB, Core Clock(s): 915 MHz, Memory Clock(s): 1502 MHz, Graphics API Support: DirectX 11 OpenGL 4.5 Max TDP: 150 W",,4708,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+660+Ti&id=88,NVIDIA GeForce GTX 660 Ti,11.17,GeForce GTX 660 Ti
"Bus Interface: PCIe 3.0 x16, Max Memory Size: 3072 MB, Core Clock(s): 980 MHz, Memory Clock(s): 1502 MHz, Graphics API Support: DirectX 11 OpenGL 4.5 Max TDP: 140 W",,4120,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+660&id=2152,NVIDIA GeForce GTX 660,22.76,GeForce GTX 660
"Bus Interface: PCIe 3.0 x16, Max Memory Size: 2048 MB, Core Clock(s): 980 MHz, Memory Clock(s): 1502 MHz, Graphics API Support: DirectX 11 OpenGL 4.5 Max TDP: 134 W",,3535,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+650+Ti+BOOST&id=2479,NVIDIA GeForce GTX 650 Ti BOOST,NA,GeForce GTX 650 Ti BOOST
"Bus Interface: PCIe 3.0 x16, Max Memory Size: 2048 MB, Core Clock(s): 928 MHz, Memory Clock(s): 1350 MHz, Graphics API Support: DirectX 11 OpenGL 4.5 Max TDP: 110 W",,2668,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+650+Ti&id=2177,"NVIDIA GeForce GTX 650 Ti, WinFast GTX 650 Ti(NVIDIA)",11.12,GeForce GTX 650 Ti
"Bus Interface: PCIe 3.0 x16, Max Memory Size: 2048 MB, Core Clock(s): 1058 MHz, Memory Clock(s): 1250 MHz, Graphics API Support: DirectX 11 OpenGL 4.5 Max TDP: 64 W",,1831,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+650&id=2155,NVIDIA GeForce GTX 650,13.66,GeForce GTX 650
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 2 MB, Core Clock(s): 607 MHz, Memory Clock(s): 3414 MHz, Graphics API Support: DirectX 11 OpenGL 4.5 Max TDP: 365 W",,4055,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+590&id=1457,NVIDIA GeForce GTX 590,22.04,GeForce GTX 590
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 2048 MB, Core Clock(s): 620 MHz, Memory Clock(s): 3000 MHz, Graphics API Support: DirectX 11 OpenGL 4.5 Max TDP: 100 W",,2289,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+580M&id=1455,NVIDIA GeForce GTX 580M,NA,GeForce GTX 580M
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 3072 MB, Core Clock(s): 772 MHz, Memory Clock(s): 4008 MHz, Graphics API Support: DirectX 11 OpenGL 4.5 Max TDP: 244 W",,4987,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+580&id=68,NVIDIA GeForce GTX 580,17.20,GeForce GTX 580
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 1536 MB, Core Clock(s): 575 MHz, Memory Clock(s): 3000 MHz, Graphics API Support: DirectX 11 OpenGL 4.5 Max TDP: 75 W",,2010,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+570M&id=1453,NVIDIA GeForce GTX 570M,NA,GeForce GTX 570M
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 2560 MB, Core Clock(s): 732 MHz, Memory Clock(s): 3800 MHz, Graphics API Support: DirectX 11 OpenGL 4.5 Max TDP: 219 W",,4398,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+570&id=15,NVIDIA GeForce GTX 570,43.98,GeForce GTX 570
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 3072 MB, Core Clock(s): 775 MHz, Memory Clock(s): 2500 MHz, Graphics API Support: DirectX 11 OpenGL 4.5 Max TDP: 75 W",,1555,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+560M&id=1452,NVIDIA GeForce GTX 560M,NA,GeForce GTX 560M
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 2048 MB, Core Clock(s): 822 MHz, Memory Clock(s): 4008 MHz, Graphics API Support: DirectX 11 OpenGL 4.5 Max TDP: 170 W",,3533,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+560+Ti&id=18,NVIDIA GeForce GTX 560 Ti,24.71,GeForce GTX 560 Ti
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 1024 MB, Core Clock(s): 736 MHz, Memory Clock(s): 3828 MHz, Graphics API Support: DirectX 11 OpenGL 4.5 Max TDP: 150 W",,2235,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+560+SE&id=106,NVIDIA GeForce GTX 560 SE,24.84,GeForce GTX 560 SE
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 1024 MB, Core Clock(s): 810 MHz, Memory Clock(s): 4008 MHz, Graphics API Support: DirectX 11 OpenGL 4.5 Max TDP: 150 W",,3113,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+560&id=71,NVIDIA GeForce GTX 560,8.80,GeForce GTX 560
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 1024 MB, Core Clock(s): 736 MHz, Memory Clock(s): 3828 MHz, Graphics API Support: DirectX 11 OpenGL 4.5 Max TDP: 150 W",,2174,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+555&id=1451,NVIDIA GeForce GTX 555,NA,GeForce GTX 555
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 3072 MB, Core Clock(s): 900 MHz, Memory Clock(s): 4104 MHz, Graphics API Support: DirectX 11 OpenGL 4.5 Max TDP: 116 W",,1923,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+550+Ti&id=16,NVIDIA GeForce GTX 550 Ti,6.69,GeForce GTX 550 Ti
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 2048 MB, Core Clock(s): 575 MHz, Memory Clock(s): 3000 MHz, Graphics API Support: DirectX 11 OpenGL 4.5 Max TDP: 100 W",,2380,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+485M&id=1450,NVIDIA GeForce GTX 485M,NA,GeForce GTX 485M
